idx,query,answer,tier,escalated,router_probability,latency_sec
128,"How does a student use, follow, or deal with accessibility and academic accommodation?",goal. Thispaper seeks to explore the similarities and differences between the two poets in terms of theirapproach to sublimation.,llm,True,0.5076386933312359,5.6889402866363525
129,আমার ব্যাচেলর ডিগ্রি অন্য বিষয়ে হলে বা সিজিপিএ পছন্দসই মাত্রার একটু নিচে হলে কি মাস্টার অব বিজনেস অ্যাডমিনিস্ট্রেশন (এমবিএ) প্রোগ্রামে আবেদন করতে পারব?,"হ্যাঁ, আপনি মাস্টার অব বিজনেস অ্যাডমিনিস্ট্রেশন (এমবিএ) প্রোগ্রামে আবেদন করতে পারবেন।",llm,True,0.9528297592859428,10.912500143051147
130,"How do scholarship, advising, course registration, retakes, and internships work for a student in B.Sc. in Information and Communications Engineering (ICE)?","Scholarship and financial aid are handled by the Admission Office; students should contact them at info@ewubd.edu or visit admissions.ewubd.edu. Advising and course registration are managed by the student’s assigned advisor in the Department of Information and Communications Engineering (ICE). Retakes are processed through the Advising and Counseling Center, and internships are coordinated by the ICE department.",llm,True,0.555709367905274,10.171362161636353
131,"ইনফরমেশন অ্যান্ড কমিউনিকেশনস ইঞ্জিনিয়ারিংয়ে বিএসসি (আইসিই) প্রোগ্রামের শিক্ষার্থীদের জন্য বৃত্তি, পরামর্শ, কোর্স নিবন্ধন, পুনরায় কোর্স নেওয়া এবং ইন্টার্নশিপ কীভাবে কাজ করে?",শিক্ষার্থীদের জন্য বৃত্তি হলো স্কলারশিপ এবং স্কলারশিপ স্কিমার বিবরণ স্পষ্টভাবে দেওয়া হয়নি। তাদের জন্য পরামর্শ হলো স্বয়ংক্রিয় আপডেটেড ইনফরমেশন স্টুডেন্ট সাপোর্ট স্লিপ প্রক্রিয়াকরণ করা,llm,True,0.5718477342221029,25.154109716415405
132,Am I eligible for BSS in Population and Public Health Sciences (PPHS) if my grades meet the minimum overall requirement but one required subject grade is lower?,"pandemic to prepare the population for preventive behaviors against the disease. These include mass media campaigns, awareness programs, and preventive health check-ups. However, the effectiveness of these preparedness efforts has not been evaluated yet. Thus, the primary objective of the present study was to assess the level of preparedness about preventive behaviors against COVID-19 among the adult population in Bangladesh. We hypothesized that the level of preparedness would vary across different demographic subgroups and geographic regions. The secondary objectives were to identify predictors of preparedness and examine whether preparedness varies with age and gender. Data were collected from a nationally representative sample of 1,4",slm,False,0.4766826986987815,1.33514404296875e-05
133,harassment o discrimination complaint niye problem hole ar normal process kaj na korle ki korbo?,"Shikkharthi der shomoy shikkharthi ba shikkhok der shomoy, ebong eta shikkharthi der shomoy shikkharthi ba shikkhok der shomoy, ebong eta shikkharthi der shomoy shikkharthi ba shikkhok der shomoy.",llm,True,0.5349063030432503,11.516284942626953
134,refund o withdrawal rule niye problem hole ar normal process kaj na korle ki korbo?,"Na, 'W' grade er jonno official drop er maddhome kono re-scrutiny ba re-evaluation niye jete pare na.",llm,True,0.5357177390132624,5.3120057582855225
135,"ন্যূনতম সিজিপিএ ও একাডেমিক প্রবেশন কি সব শিক্ষার্থীর ক্ষেত্রে প্রযোজ্য, নাকি শুধু নির্দিষ্ট কিছু শিক্ষার্থীর জন্য?","এটি সবগুলো শিক্ষার্থীর ক্ষেত্রে প্রযোজ্য, যারা তাদের প্রথম বা পরবর্তী সেমিস্টারের মধ্যে ন্যূনতম সিজিপিএ নিচে নেমে যায়।",llm,True,0.9630966892098248,15.376014709472656
136,I cannot get a required graduate course or suitable class time for Master of Science in Data Science and Analytics; what should I do?,"024.100632.Mohammad Rezwanul Huq, Mohammad Arifuzzaman, Mohammad Mehedi Hassan, Mohammad Rifat Ahmmad Rashid, “Efficient Data Stream Processing using a Hybrid Approach of B-Tree and Bloom Filter”, International Journal of Computer Networks and Applications (IJCNA), Vol. 11, No. 02, pp. 127-146, April 2024, DOI: 10.22247/ijcna/2024/224440.M. R. Huq, M. M. H. Kabir, M. A. Rahman, M. A. Rashid, M. A. Alam, “A Novel Approach to Data Provenance Management Using Semantic Web”, International Journal of Computer Networks and Applications (IJCNA), Vol. 10, No. 02,",llm,True,0.5858739103139566,25.868255853652954
137,হয়রানি ও বৈষম্যের অভিযোগ নিয়ে সমস্যা হলে এবং স্বাভাবিক প্রক্রিয়ায় সমাধান না হলে কী করব?,".heliyon.2022.e16059Masoom, Muhammad Rehan(2022).""The role of religiosity in minimizing learned helplessness and perceived powerlessness in the workplace: evidence from Bangladesh.""Journal of Religion and Health[Q1]61 (4): 2425-2447.https://doi.org/10.1007/s10946-021-02355-9Masoom, Muhammad Rehan(2022).""The Role of Social Capital in Minimizing Learned Helplessness and Perceived Powerlessness in the Workplace: Evidence from Bangladesh.""Organizational Cultures: An International Journal[Q4]22 (2): 109-133.https://doi.org/10.18848/2327-8013/CGP/v22i02/1",llm,True,0.5135369123195994,25.66306209564209
138,MA in English er required course ba convenient class time na pele ki korbo?,"999 to January 2000, I was a part-time lecturer at Jahangirnagar University. From January 2000 to December 2001, I was a full-time lecturer at Jahangirnagar University. From January 2002 to December 2003, I was a full-time lecturer at East West University. From January 2004 to December 2005, I was a full-time lecturer at United International University. From January 2006 to December 2007, I was a full-time lecturer at United International University. From January 2008 to December 2009, I was a full-time lecturer at United International University. From January 2010 to December 2011, I was a full-time lecturer at United International University. From January 2012 to December 2012, I",llm,True,0.5159275916050281,25.442131519317627
139,Am I eligible for B.Sc. in Data Science and Analytics if my grades meet the minimum overall requirement but one required subject grade is lower?,bba: None. admission_test: Yes.,llm,True,0.5546475661097147,3.7872629165649414
140,BSc in Genetic Engineering and Biotechnology GEB student der jonno scholarship advising course registration retake ebong internship kibhabe kaj kore?,", he joined East West University as a lecturer, contributing to the education of future generations of scientists and researchers. In addition to his teaching role, Adib has actively engaged in research activities, focusing on metagenomics, microbiome, and bioinformatics. He has published several peer-reviewed articles in esteemed international journals and presented his research findings at conferences. His work explores the intersection of microbiology, genomics, and bioinformatics to address pressing issues in public health and environmental sustainability. His dedication to interdisciplinary research and education underscores his commitment to advancing scientific knowledge and addressing global challenges. professional experience: Lecturer(Genetic Engineering and Biotechnology,",slm,False,0.4279632743333728,1.239776611328125e-05
141,Executive Master of Business Administration EMBA er required course ba convenient class time na pele ki korbo?,"Na, EMBA program e ekta admission test ache ar eta 2026-04-18 te hobe.",llm,True,0.586399632209064,5.3047566413879395
142,Bachelor of Business Administration BBA er required course registration e na pele ki korbo ebong kar sathe contact korbo?,"Haa, eta shposhtobhabe 'Yes' hishebe talikabhukto kora hoyeche.",llm,True,0.5492233577057869,4.28071665763855
143,"I cannot get a required graduate course or suitable class time for Master of Population, Reproductive Health, Gender and Development (MPRHGD); what should I do?","Programme, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America (Mimeo), 1984.  (Co-authored with L. M. Chakravarty).""Effects of Family Planning on Family Size in Rural Bangladesh"",In:Research Paper Series No. 1, 1978, Research and Training Center (DTRC), Addis Ababa (Ethiopia). (Co-authored with Dr. J. C. Das).""Total Fertility Rate and Associated Factors in Rural Bangladesh"",In:Research Paper Series No. 3, 1976, Research and Training Center",slm,False,0.4755148339300096,1.3828277587890625e-05
